nct_id,brief_title,official_title,brief_summary,detailed_description,overall_status,why_stopped,start_date,completion_date,primary_completion_date,study_type,phases,allocation,intervention_model,masking,primary_purpose,enrollment_count,enrollment_type
NCT03454594,Watch Laser Acupuncture With Nasal Radiation for Prevention of Coronary Artery Disease,Laser Hemotherapy Trial for Coronary Artery Disease Prevention in High Risk Patients,"This study will evaluate the effect of low level laser blood radiation applied to all participants for prevention of coronary artery disease in patients with high risk (hypertension,high blood viscosity, hypercholesterolemia as well as related immune issues)","The areas of low - intensity laser use have expanded in several conditions by different mechanisms and ways. Hypertension as one of coronary artery disease risk factors and early indicator of future cardiovascular events with high blood viscosity and elevated blood cholesterol levels with immune-pathological basis became necessary issue to be handled. Low Level Laser irradiation effects on blood is very essential way in revealing the mechanisms of the action of laser radiation on biological tissues by means of changes in metabolism, leading to molecular, cellular and systemic changes.",COMPLETED,,2018-05-01,2018-12-30,2018-08-05,INTERVENTIONAL,NA,RANDOMIZED,PARALLEL,NONE,TREATMENT,50,ACTUAL
NCT02656394,Amelioration of Adverse Ocular Side Effects of Glaucoma Medications in Glaucoma Patients Using Topical GL101,"Amelioration of Adverse Ocular Side Effects of Glaucoma Medications in Glaucoma Patients Using Topical GL101 - Proof of Concept, Safety, and Efficacy Study",To evaluate the safety and efficacy of 0.5% GL101 topical gel administered twice daily for 28 days in ameliorating adverse ocular side effects in patients under ongoing treatment with glaucoma medications.,The study is to assess the safety and efficacy of a new treatment for ocular surface disease associated with the use of glaucoma medications.,COMPLETED,,2016-01-22,2018-12-30,2017-12-04,INTERVENTIONAL,PHASE2,RANDOMIZED,PARALLEL,QUADRUPLE,TREATMENT,49,ACTUAL
NCT06375694,Probiotic Effect on Dietary Nitrate to Plasma Nitrite Production ( OPEDNPN ),Oral Probiotic Effect on Dietary Nitrate to Plasma Nitrite Production,"Nitric Oxide (NO) is an important molecule that is produced naturally in the body and that helps maintain healthy blood flow. Low availability of NO contributes to many diseases while administration of NO is therapeutic.

In addition to being made naturally in the body, NO can be obtained through the diet via the Nitrate-Nitrite-NO cycle. Nitrate, which is abundant in green leafy vegetables and beetroot juice, is partially converted to nitrite by oral bacteria. The nitrate and nitrite are taken up into the blood and nitrite is converted into NO. Remaining nitrate in the blood is taken back up into the mouth by salivary glands and the cycle continues. Emerging studies suggest that the Nitrate-Nitrite-NO cycle may contribute to cardiovascular health. In addition, there have been many studies where dietary nitrate is given to increase NO and treat various conditions.

The current study rests on the premise that the quality of the oral microbiome plays a major role in the Nitrate-Nitrite-NO cycle and hence cardiovascular health and the efficacy of dietary nitrate interventions. Investigators have begun to identify oral bacterial species that are effective nitrite producers as well as though that are nitrite depleters (those that interfere with nitrite production from nitrate).

In laboratory experiments, certain bacterial species have been shown to block nitrate to nitrite conversion by other oral bacteria. These nitrite depleting species are found in a commercially available oral probiotic designed to improve oral health. The purpose of this study is to examine if use of the probiotic negatively affects the Nitrate-Nitrite-NO cycle. Nitrate to Nitrite conversion will be assessed by measuring plasma levels of nitrite before and after consumption of nitrate-rich beetroot juice. Dietary nitrate to plasma nitrite conversion will assessed at baseline and after one week of consumption of the probiotic or a placebo (follow-up). The primary hypothesis of this study is that participants that consume the probiotic will have lower nitrate to nitrite conversion at follow-up compared to baseline and that there will be no significant change in nitrate to nitrite conversion between baseline and follow-up for participants who consume the placebo.

While this study does not aim to treat any specific disease, it is intended to elucidate a basic physiological function that may be relevant to cardiovascular health and certain NO-based therapeutics.","Background

Nitric oxide (NO) plays critical roles in a myriad of cellular and molecular mechanisms regulating physiology and function of various organs and systems.1,2 Low NO bioavailability contributes to pathology in multiple diseases including hemolytic anemias,3 malaria,4,5 transfusion of older stored blood,6,7 chronic heart failure,8 atherosclerosis,9 and diabetes.10 Recent reports suggest that the oral microbiome is linked with regulating NO homeostasis through the action of certain bacteria that have an ability to reduce nitrate to nitrite.11-15 Nitrite is then further reduced to NO through a variety of mechanisms in different tissues.16,17 Plasma nitrate is taken up back into the oral cavity by salivary glands so that the nitrate-nitrite-NO cycle provides sustained increases in NO bioavailability. Many clinical studies have used dietary nitrate as a source of NO through nitrite conversion.18-24 However, there is substantial variability in the clinical outcomes due to dietary nitrate intake and this is reflected in variability in the amount of nitrate converted to plasma nitrite.13,24-29 30. The variability and hence a large overall limitation in efficacy of dietary nitrate based treatments has been attributed to the capacity of the oral microbiome to reduce nitrate to nitrite.24-27 Preliminary work has begun to identify bacterial strains that are efficient nitrate to nitrite converters as well as those that actually inhibit nitrate to nitrite conversion.31,32 The efficiency of the nitrate-nitrite-NO cycle and the role of oral bacteria may contribute to normal health.11 Thus, understanding the variability in nitrate to nitrite conversion and aspects of the oral microbiome could lead to improvements in normal cardiovascular health. In addition, in order to maximize benefits from dietary nitrate interventions, we need to understand factors of the oral microbiome that affect nitrate to nitrite conversion. The investigators have recently discovered that several species of Lactobacillus produce a metabolite that blunts nitrate to nitrite conversion by other oral bacteria in vitro. Several of these Lactobacillus species are the main component of a commercially available oral probiotic, https://www.amazon.com/Dental-Probiotics-Breath-Gingivitis-Throat/dp/B096SZSFFS

Purpose

The purpose of this study is to determine if Lactobacillus will blunt dietary nitrate to plasma nitrite conversion.

The investigators hypothesize that the presence of oral Lactobacillus will blunt the conversion of dietary nitrate to plasma nitrite and will test this by comparing the conversion before and after use of this probiotic.

The main hypothesis rests on the auxiliary hypothesis that use of the oral probiotic will results in increased abundance of Lactobacillus in the oral cavity and will test this through genomic sequencing.

Methods OPEDNPN All eligible volunteers will be consented after learning about the study and agreeing to participate. Volunteers will be randomly assigned to one of two groups: (1) Probiotic and (2) Placebo. A total of 20 volunteers (10 per group) will participate in the study. The only difference for participants for each group will be whether they receive the placebo or probiotic.

All volunteers will participate in two visits: (1) Visit 1, baseline and (2) Visit 2, follow up. At each visit, volunteers will report to the Olin Physical Lab room 208 after having fasted for 3 hours prior. They can drink water one hour before the visit. Participants will be instructed not to use anti-bacterial mouthwash the day of the visit. The participant will be asked to provide 4 mL of saliva and a study team member will collect a bacterial sample from the posterior dorsal surface of their tongue (as described below). These samples will be frozen at -80 degrees for genetic analysis and identification of bacterial strains.

After saliva and tongue samples are collected, blood will be drawn (as described below) for plasma nitrite and nitrate determination. This blood sample will be the ""pre-"" sample collected at baseline and follow-up. Volunteers will then drink one 70 mL Beet it Sport Nitrate 400 shot (https://www.beet-it.us/pages/beet-it-sports). A ""post-"" blood draw will be collected 2.5 hours after consumption of the beetroot juice.

At Visit 1, after the second blood draw, volunteers will receive 7 days worth of either probiotic or the placebo. Volunteers will consume the probiotic (or placebo) as indicated by the manufacturer of the probiotic once a day. On day 8, the volunteers will return for visit 2.

The data will include (1) baseline and follow-up analysis of oral bacterial strains and (2) Pre- and post-beet juice consumption plasma nitrite and nitrate levels. The investigators hypothesize that the abundance of Lactobacillus will be higher at follow-up compared to baseline for volunteers taking the probiotic but that there will be no change in the placebo group. The investigators also hypothesize that the change in plasma nitrite (post minus pre) will be lower at follow-up than at baseline for volunteers taking the probiotic but that there will be no change in the placebo group.

* Study Materials (all commercially available):

  1. Placebo: Honest Placebo Pills by Zeebo
  2. Herbiotics Oral + Ent Probiotic
  3. Beet it Sport Nitrate 400 shot
* Collection of Saliva and Tongue scraping. Volunteers will report to the Olin Physical Lab room 208 after having fasted for 3 hours prior. They can drink water one hour before the visit. Participants will be instructed not to use anti-bacterial mouthwash the day of the visit. The participant will be asked to provide 4 mL of saliva by spitting into a microcentrifuge tube. For the tongue samples, a HydraFlock 6"" Sterile Large Flock Swab w/Polystyrene Handle (Puritan Medical) will be used to collect scrapings. Volunteers will be asked to open their mouths as wide as possible and stick out their tongue. The posterior 1/3 of the dorsal surface of the tongue will be sampled by scraping lightly to moderately firmly the dorsal surface of the tongue back and forth Scraping will take a minute or so. The tongue scraping will be placed in 0.85 mL of buffered sterile saline and 0.15 mL glycerol. All samples will be frozen at -80°C and sent to Professor Hariom Yadav at the University of South Florida for genomic analysis.
* Blood draws and processing Blood will be drawn by a certified, trained phlebotomist. Blood samples (maximum \~10 mL) will be collected from participants following consent. Blood will be collected at each visit pre and 2.5 hours post beet juice consumption. Blood will be drawn as close to the 2.5 hour mark as possible. Realistically, it may occur between 2 to 3 hours after the final study beverage is consumed. Blood will be drawn by lab personnel with certified phlebotomy training via standard venipuncture methods or Tasso HemolinkTM device. The HemoLinkTM is an FDA-approved blood collection device that uses small lancets and gentle suction to collect a very small sample (\~ ¼ teaspoons) of blood. Blood will be collected in standard blood collection tubes (e.g. citrate (blue-top), EDTA (purple-top) and heparin (green-top)) and labeled appropriately. The preferred tube is a 4 mL heparin tube. All blood samples drawn for research purposes will be identified by the study participant number and date/time of collection, which will also be recorded on the standardized data collection form. No personal identifying information will be included on the samples processed for research purposes. All blood samples will be immediately spun immediately in a centrifuge at 600-800g for five minutes and the supernatant collected. The plasma will be frozen on dry ice and then stored at -80°C for analysis of nitrite and nitrate content.
* Probiotic or placebo consumption Both the probiotic and placebo will be consumed twice a day according to instructions for the probiotic. One capsule is chewed or allowed to melt in the volunteer's mouth and then the contents are switched around in the mouth before being swallowed.

Risks Approximately 10 mL of blood will be drawn from patients willing to participate. This will be done in the usual fashion, preparing the venipuncture site with the local anesthetic EMLA, then drawing blood through a small gauge (23 or 21) butterfly needle. Drawing blood from a vein may be associated with discomfort or bruising at the site of needle puncture. Rarely, fainting or infection at the site of needle puncture may occur. All blood will be drawn from a person trained in phlebotomy. There will be no way to trace the blood back to the donor.

There are no known health risks for donating saliva or tongue scrapings from individuals who will be included in the study. There is a very minimal risk of linking individuals to the study. There will be no way to trace the saliva or tongue scrapings back to the donor.

Protections Against Risk Strategies for protection against risk. To protect privacy of participants and confidentiality of research data, no personal information regarding individual participants will be linked to the in vitro studies.

Plans for medical attention. In case of injury (which is extremely unlikely) as a result of saliva donation, the individuals will be instructed to contact their physician and medical care will be offered and charged to available research coverage maintained at Wake Forest School of Medicine.

In case of injury as a result of blood drawing, the patients will be instructed to contact their physician and medical care will be offered and charged to available research coverage maintained at Wake Forest School of Medicine. Blood drawn on the Reynolda campus is not a clinical setting, but blood will be drawn by trained phlebotomists with years of experience who maintain their training.

Any unanticipated problems, serious and unexpected adverse events, deviations or protocol changes will be promptly reported by the principal investigator or designated member of the research team to the IRB and sponsor or appropriate government agency if appropriate.

Incidental Findings. No incidental findings are expected to be discovered in this study as measures of bacterial nitrate reduction are not currently of clinical relevance so a strange, individual result in that measure would not be worth communicating.

Sample size assessment and statistical analysis

The investigators plan to enroll 10 participants who receive the probiotic and 10 participants who receive the placebo. The investigators hypothesize that, using a paired t-test, participants taking the probiotic will have significantly (P \< .05) lower change in plasma nitrite (post minus pre) at follow up compared to baseline while there will be no significant effect of the placebo (paired t-test).

The Investigators calculated that they would have 80% power to measure a 75% decrease in the change in nitrite at follow-up compared to baseline for the probiotic group with 10 participants per group (Continuous endpoint Two independent samples). The investigators assumed a 60% standard deviation in the change in nitrite for follow-up vs baseline based on previous data from our lab.",RECRUITING,,2024-06-01,2025-05,2025-05,INTERVENTIONAL,NA,RANDOMIZED,PARALLEL,SINGLE,BASIC_SCIENCE,20,ESTIMATED
NCT05743894,RDN Fesibility Study,Renal Nerve Simulation Guided Renal Sympathetic Denervation With Siymplicity Spyral Radiofrequency Catheter for Resistant Hypertension: a Feasibility Study.,"Renal sympathetic denervation (RDN) was considered an effective alternative for patients whose blood pressure (BP) is not optimally controlled. The RDN works mainly by selectively disabling the nerves around the renal arteries and reducing blood pressure increase. However, despite the early success showed in the SYMPLICITY HTN-2 trial, the SYMPLICITY HTN-3 trial failed to demonstrate a significant BP reduction when compared to sham-control. incomplete disabling might result in inadequate denervation and were cited as some of the contributors to the nil result in the SYMPLICITY HTN-3 . The new generation of the Symplicity Spyral catheter aims to address some of these issues by altering the configuration of the catheter to allow better apposition to the renal arterial wall and increasing the numbers of electrodes to faciiitate more thorough ablations. However, the adequacy of sympathetic denervation with this new catheter can not be easily assessed at the time of the procedure as there is no simple physiological or biochemical feedbacks that can be monitored during the procedure. Blood pressure response by renal nerve simulation (RNS) during RDN procedure using the previous generation of the Symplicity Flex catheter have been reported to be potential parameter to assess the efficacy during the procedure and predict the BP response 6 months after RDN. The feasibility of RNS guided RDN procedure using the new generation of Symplicity Spyral catheter has not been reported. We therefore aim to explore the feasibility of RNS guided RDN with Symplicity Spyral Radiofrequency Catheter in patient with resistant hypertension.","Renal sympathetic denervation (RDN) was considered an effective alternative for patients whose blood pressure (BP) is not optimally controlled. The RDN works mainly by selectively disabling the nerves around the renal arteries and reducing blood pressure increase. However, despite the early success showed in the SYMPLICITY HTN-2 trial, the SYMPLICITY HTN-3 trial failed to demonstrate a significant BP reduction when compared to sham-control. incomplete disabling might result in inadequate denervation and were cited as some of the contributors to the nil result in the SYMPLICITY HTN-3 . The new generation of the Symplicity Spyral catheter aims to address some of these issues by altering the configuration of the catheter to allow better apposition to the renal arterial wall and increasing the numbers of electrodes to faciiitate more thorough ablations. However, the adequacy of sympathetic denervation with this new catheter can not be easily assessed at the time of the procedure as there is no simple physiological or biochemical feedbacks that can be monitored during the procedure. Blood pressure response by renal nerve simulation (RNS) during RDN procedure using the previous generation of the Symplicity Flex catheter have been reported to be potential parameter to assess the efficacy during the procedure and predict the BP response 6 months after RDN. The feasibility of RNS guided RDN procedure using the new generation of Symplicity Spyral catheter has not been reported. We therefore aim to explore the feasibility of RNS guided RDN with Symplicity Spyral Radiofrequency Catheter in patient with resistant hypertension.",UNKNOWN,,2022-11-21,2023-07-01,2023-04-01,OBSERVATIONAL,,,,,,10,ESTIMATED
NCT06758960,Analysis of Biological Progression and Regression of HELLP Syndrome in Time,Biological Evolution of HELLP Syndrome,Prospective observational study about progression and regression of biological parameters of HELLP syndrome,"Data collection included a comprehensive review of pathological histories, identification of complications based on clinical presentation, daily monitoring of biological parameters, documentation of transfusion events, recording of corticosteroid administration according to gestational age, and detailed reporting of extraction and analgesia techniques.",RECRUITING,,2023-07-01,2025-08-31,2025-07-31,OBSERVATIONAL,,,,,,70,ESTIMATED
NCT03754660,"This Study Tests the Safety of Inhaled BAY1237592, How the Drug is Tolerated and How it Effects Patients With High Blood Pressure in the Arteries of the Lungs in the Two Different Disease Groups Pulmonary Arterial Hypertension (PAH) and Chronic Thromboembolic Pulmonary Hypertension (CTEPH)","A Non-randomized Two Part Multi-center, Open-label, Single Dose Trial With an Escalation Part in Untreated Pulmonary Arterial Hypertension (PAH) and Chronic Thromboembolic Pulmonary Hypertension (CTEPH) Patients (Part A), Followed by a Parallel-group Part in Untreated and Pre-treated Patients With PAH and CTEPH (Part B) to Investigate the Safety, Tolerability and Pharmacodynamics of Inhaled BAY1237592","In this trial the effects of the inhaled drug BAY1237592 will be studied in patients with high blood pressure in the pulmonary blood vessels due to Pulmonary Arterial Hypertension (PAH) and due to Chronic Thromboembolic Pulmonary Hypertension (CTEPH). Pulmonary hypertension is characterized by the elevation of pressure in the pulmonary arteries (PAP) and of the pulmonary vascular resistance (PVR) leading to increased workload of the right chamber of the heart to eject blood against this elevated resistance. The goal of this study is to measure the safety and tolerability of the drug as well as the reduction of the PVR at different doses

In Part A patients without specific treatment for PH (untreated patients) will be tested. In Part B also patients stably pre-treated with specific PH drugs will be studied in combination with the new inhaled drug",,COMPLETED,,2019-01-21,2022-11-03,2022-04-24,INTERVENTIONAL,PHASE1,NON_RANDOMIZED,SEQUENTIAL,NONE,BASIC_SCIENCE,38,ACTUAL
NCT00746460,The Healthy Options Feasibility Study,"The Effectiveness of CVD Risk Profiles When Used by Allied Health Care Providers (HCP) Within a ""Groupe de Médecine de Famille"": The Healthy Options Feasibility Study.","The investigators hypothesize that having health care providers other than physicians within a ""Groupe de Médecine de Famille"" conduct cardiovascular risk assessments and teach lifestyle interventions to primary prevention patients will increase the likelihood that patients will adopt and maintain healthy lifestyles. These objectives will be supported by providing subjects with a cardiovascular risk profile estimating the subject's risk of cardiovascular disease and teaching them how to use the resources related to lifestyle changes available on the www.myhealthcheckup.com Web site.",,COMPLETED,,2008-06,2009-10,2009-04,INTERVENTIONAL,NA,NA,SINGLE_GROUP,NONE,PREVENTION,50,ACTUAL
NCT00307060,MK0954A-264 Filter Study (0954A-264)(COMPLETED),"A Randomized, Double-Blind, Parallel-Filter Study to Evaluate the Antihypertensive Efficacy and Safety of Losartan-HCTZ Combination as Compared to Losartan Monotherapy in Patients With Essential Hypertension","To compare the blood pressure lowering efficacy, safety and tolerability of a combination drug to a single drug taken once daily in patients with uncontrolled blood pressure following a 4-week filter on the single therapy product.",,COMPLETED,,2004-12-01,2005-06-02,2005-06-01,INTERVENTIONAL,PHASE3,RANDOMIZED,PARALLEL,DOUBLE,TREATMENT,274,ACTUAL
NCT02299960,Measurement of Endothelial Function and Cardiac Output: New Methods,"Pilot Study: Analysis of Endothelial Function Through Circulating Endothelial Cells and Puls-amplitude-tonometry and of Non-invasive Measurement of Cardiac Output on Exertion in Patients With Heart Failure, Pulmonary Hypertension, Arterial Hypertension and Diabetic Nephropathy","The main purpose of this study is to analyse test-retest-reliability of functional quantification of endothelial dysfunction through puls-amplitude-tonometry in patients with heart failure with preserved/reduced ejection fraction, pulmonary hypertension, arterial hypertension and diabetic nephropathy. In the same group, test-retest-reliability of circulating endothelial cells as well as test-retest reliability of non invasive cardiac output Monitoring will be observed and analysed.",,COMPLETED,,2014-08,2015-10,2015-09,OBSERVATIONAL,,,,,,101,ACTUAL
NCT00503360,"Tolerability, Safety and Efficacy of SAD448 in Subjects With Ocular Hypertension","A Multicenter, Randomized, Placebo-Controlled, Double-Masked, 4-Arm Parallel Group Study to Assess the Tolerability, Safety and Efficacy of Two Doses of SAD448 in Subjects With Ocular Hypertension",This study will evaluate the tolerability and safety of SAD448 and explore the compound's effect on intraocular pressure in subjects with ocular hypertension.,,COMPLETED,,2007-04,,,INTERVENTIONAL,PHASE1,RANDOMIZED,PARALLEL,DOUBLE,TREATMENT,80,ESTIMATED
